20.000,34.375,59.084,101.551,174.543
22.273,43.944,83.665,102.099,75.365
68.930,35.038,18.409,15.075,15.075
127.924,127.981,129.928,194.999,253.999
83.324,83.121,84.357,126.692,223.566
1.629,1.590,1.620,2.318,3.940
14.052,14.115,14.335,21.391,4.238
