250.000,253.057,256.152,259.284,262.455,265.665,268.913,272.202,275.531,278.900,282.311,285.763,289.258,292.795,296.376
24.706,25.138,25.452,25.615,25.987,26.430,26.735,27.089,27.403,27.861,28.053,28.484,28.785,29.140,29.400
73.846,72.670,71.774,71.283,70.365,69.111,68.374,67.379,66.611,65.628,65.077,64.086,63.428,62.690,62.101
127.573,126.876,126.876,127.618,127.218,126.978,127.132,126.943,127.274,126.595,127.107,127.044,127.061,127.229,127.464
69.926,69.452,69.452,69.894,69.573,69.515,69.548,69.550,69.725,69.235,69.625,69.596,69.593,69.646,69.813
3.755,3.760,3.754,3.763,3.754,3.765,3.750,3.757,3.760,3.745,3.749,3.760,3.724,3.757,3.761
4.884,4.848,4.852,4.864,4.844,4.861,4.845,4.850,4.853,4.846,4.857,4.828,4.852,4.858,4.878
