20.000,23.492,27.595,32.413,38.073,44.721,52.531,61.703,72.478,85.134
21.974,26.637,34.379,40.504,49.981,60.867,73.572,87.865,98.198,100.614
69.586,57.451,44.657,37.906,30.732,25.202,20.857,17.454,15.627,15.249
128.602,127.773,127.270,127.923,128.150,129.012,129.651,130.145,137.840,161.212
84.102,83.495,82.899,83.318,83.430,84.104,84.493,84.865,89.824,105.074
1.632,1.629,1.622,1.633,1.616,1.622,1.620,1.627,1.704,1.966
14.049,13.971,13.993,14.058,14.076,14.156,14.227,14.291,15.134,17.631
