20.000,21.330,22.748,24.261,25.874,27.595,29.429,31.386,33.473,35.699,38.073,40.605,43.305,46.184,49.255,52.531,56.024,59.749,63.722,67.959,72.478,77.297,82.437,87.919,93.765,100.000,106.649,113.741,121.304,129.370,137.973,147.147,156.932,167.367,178.496,190.365,203.024,216.524,230.922,246.277,262.653,280.118,298.744,318.609,339.795,362.390,386.487,412.186,439.595,468.825
2.573,2.739,3.280,3.307,3.842,3.975,4.427,4.641,5.189,5.578,5.973,6.683,7.080,7.595,8.130,8.789,9.501,10.358,11.037,11.935,12.606,13.691,14.658,15.864,17.158,18.369,19.809,21.125,22.481,24.085,25.857,27.703,29.705,31.885,33.932,36.314,38.949,41.616,44.552,47.355,50.708,53.892,57.597,61.577,65.379,69.510,74.137,78.977,84.070,89.532
