20,21.33,22.748,24.261,25.874,27.595,29.429,31.386,35.699,38.073,40.605,43.305,46.184,49.255,52.531,56.024,59.749,63.722,67.959,72.478,77.297,82.437,87.919,93.765,100,106.649,113.741,121.304,129.37,137.973,147.147,156.932,167.367,178.496,190.365,203.024,216.524,230.922,246.277,262.653,280.118,298.744,318.609,339.795,362.39,386.487,412.186,439.595,468.825
1.8,1.909,2.13,2.244,2.635,2.868,2.984,3.148,3.837,4.225,4.549,4.834,5.334,5.682,6.252,6.659,7.276,7.774,8.453,8.983,9.697,10.377,11.197,12.071,12.98,13.947,14.914,15.92,17.127,18.365,19.615,21.011,22.493,24.126,25.787,27.631,29.639,31.529,33.567,35.945,38.263,40.9,43.591,46.494,49.433,52.684,56.039,59.781,63.577
645.291,608.712,545.811,517.806,441.095,405.097,389.358,369.138,302.882,275.04,255.508,240.386,217.932,204.608,185.936,174.545,159.753,149.615,137.587,129.453,119.912,112.056,103.866,96.354,89.637,83.42,78.028,73.095,67.947,63.372,59.326,55.418,51.757,48.316,45.217,42.203,39.36,36.995,34.754,32.479,30.5,28.548,26.785,25.122,23.621,22.182,20.86,19.553,18.388
128.801,129.904,131.58,132.306,125.388,126.812,127.599,131.651,130.212,126.779,129.162,128.823,126.684,128.114,127.826,128.252,127.15,128.04,126.199,126.948,126.942,127.154,127.554,127.339,126.964,127.214,127.595,127.426,127.069,127.529,127.595,127.912,127.763,126.894,126.991,127.391,127.034,127.585,127.977,127.907,128.17,128.263,128.574,128.524,128.807,128.998,129.331,129.5,129.827
110.868,111.813,113.206,113.854,107.875,109.139,109.831,113.28,112.03,109.106,111.134,110.854,108.975,110.191,109.967,110.342,109.391,110.09,108.511,109.162,109.172,109.347,109.675,109.483,109.121,109.343,109.644,109.501,109.191,109.58,109.647,109.85,109.747,108.861,108.908,109.246,108.895,109.383,109.702,109.561,109.825,109.85,110.121,110.033,110.311,110.385,110.637,110.79,111.051
5.012,4.991,4.945,4.919,4.568,4.542,4.54,4.608,4.478,4.339,4.385,4.338,4.246,4.298,4.274,4.249,4.195,4.225,4.148,4.169,4.161,4.162,4.179,4.172,4.134,4.144,4.183,4.155,4.134,4.146,4.13,4.139,4.145,4.124,4.131,4.16,4.137,4.163,4.148,4.163,4.134,4.191,4.181,4.181,4.183,4.184,4.2,4.204,4.226
5.754,5.765,5.699,5.688,5.342,5.329,5.329,5.441,5.324,5.161,5.21,5.182,5.084,5.123,5.112,5.084,5.033,5.063,5.007,5.006,4.988,5.001,5.023,4.994,4.975,4.985,5.019,5,4.99,5.004,5.006,4.989,4.987,5.005,4.999,5.006,5.007,5.018,5.029,5.037,5.033,5.05,5.039,5.045,5.059,5.044,5.081,5.092,5.071
